Account name,Site name,Transferable,Sandbox,Environment name,WP Site URL,Environment type (PRD/STG/DEV),Domain,PHP version,WP version,DB storage (GB),File storage (GB),Total storage (GB),Bandwidth 30 day avg (GB),Bandwidth 30 day sum (GB),Total Visits 30 day avg,Total Visits 30 day sum,Site Tags
everneu,Nalu-Vighter,false,false,naluvighterdev,http://naluvighterdev.wpenginepowered.com,DEV,naluvighterdev.wpenginepowered.com,8.2,6.8.2,0.02437210,0.19986343,0.22423553,0.00025086,0.00777654,0,6,
everneu,Nalu-Vighter,false,false,naluvighter,http://nalu-vighter.com,PRD,nalu-vighter.com,8.2,6.8.2,0.05919647,0.26152039,0.32071686,0.01650599,0.51168575,199,6195,
everneu,Nalu-Vighter,false,false,naluvighterstg,http://naluvighterstg.wpenginepowered.com,STG,naluvighterstg.wpenginepowered.com,8.2,6.8.2,0.01558304,0.19495392,0.21053696,0.00020717,0.00642218,0,5,
everneu,New Mexico Fleet Design,false,false,newmexicofleet,http://nmfleetdesign.com,PRD,nmfleetdesign.com,7.4,6.8.2,0.05133438,0.75409317,0.80542755,0.00000746,0.00023135,0,7,
everneu,Park Cities HCA,false,false,parkcityhca,http://parkcityhca.wpenginepowered.com,PRD,parkcityhca.wpenginepowered.com,7.4,6.8.2,0.23165512,0.73026276,0.96191788,0.01280430,0.39693328,63,1959,
everneu,Perimeter,false,false,perimeter25dev,http://perimeter25dev.wpenginepowered.com,DEV,perimeter25dev.wpenginepowered.com,8.2,6.8.2,0.33404541,0.78739929,1.12144470,0.02642906,0.81930100,7,229,
everneu,Perimeter,false,false,perimeter25,http://perimeter.net,PRD,perimeter.net,8.2,6.8.2,0.35264969,0.79931641,1.15196609,0.87231877,27.04188180,379,11753,
everneu,Practice Pro 365,false,false,practice365,http://practicepro365.com,PRD,practicepro365.com,8.2,6.8.2,0.16719818,0.65719986,0.82439804,0.24158814,7.48923245,443,13747,
everneu,Practice Pro 365,false,false,pracpro365dev,http://pracpro365dev.wpenginepowered.com,STG,pracpro365dev.wpenginepowered.com,8.2,6.8.2,0.23347855,0.69833374,0.93181229,0.04722949,1.46411417,0,23,
everneu,Process Bolt,false,false,procbolt25dev,http://procbolt25dev.wpenginepowered.com,DEV,procbolt25dev.wpenginepowered.com,8.2,6.8.2,0.21124649,1.47298050,1.68422699,0.00670801,0.20794837,0,6,
everneu,Process Bolt,false,false,procbolt25,http://processbolt.com,PRD,processbolt.com,8.2,6.8.2,0.22240067,1.54222488,1.76462555,0.67775731,21.01047673,444,13778,
everneu,Process Bolt,false,false,processbol1stg,http://processbol1stg.wpenginepowered.com,STG,processbol1stg.wpenginepowered.com,8.2,6.8.2,0.21806717,1.47140503,1.68947220,0.01799862,0.55795733,1,32,
everneu,Processbolt legacy,false,false,processboltleg,http://processboltleg.wpenginepowered.com,PRD,processboltleg.wpenginepowered.com,8.2,6.8.2,0.16117859,1.40740585,1.56858444,0.12856966,3.98565933,63,1979,
everneu,Safandarley Legacy,false,false,safandarleyleg,http://safandarleyleg.wpengine.com,PRD,safandarleyleg.wpengine.com,8.2,6.8.2,0.00184250,0.53535461,0.53719711,0.00000318,0.00009867,0,0,Safandarley
everneu,Safandarley Rebuild,false,false,safanrebuildev,http://safanrebuildev.wpenginepowered.com,DEV,safanrebuildev.wpenginepowered.com,8.2,6.8.2,0.43543625,1.04084015,1.47627640,0.00421640,0.13070850,7,236,
everneu,Safandarley Rebuild,false,false,safanrebuild,http://us.safandarley.com,PRD,us.safandarley.com,8.2,6.8.2,0.20216370,0.73946381,0.94162750,0.55468680,17.19529067,210,6536,
everneu,SignPlex,false,false,signplex1,http://signplex1.wpenginepowered.com,PRD,signplex1.wpenginepowered.com,7.4,6.8.2,0.03657532,0.70814514,0.74472046,0.00000224,0.00006951,0,9,
everneu,Skyler Design Build,false,false,skylerdesign,http://skylerdesignbuild.com,PRD,skylerdesignbuild.com,8.2,6.8.2,0.11510849,0.73937988,0.85448837,0.84293342,26.13093588,119,3718,
everneu,Skyler Design Build,false,false,skylerdesigstg,http://skylerdesigstg.wpenginepowered.com,STG,skylerdesigstg.wpenginepowered.com,8.2,6.8.2,0.19022369,0.77603912,0.96626282,0.01374384,0.42605918,1,33,
everneu,SuperTran.us,false,false,supertranstg,http://supertranstg.wpenginepowered.com,STG,supertranstg.wpenginepowered.com,8.2,6.8.2,0.06249237,1.05429840,1.11679077,0.00037250,0.01154747,0,4,
everneu,taserviceleg,false,false,taserviceleg,http://taserviceleg.wpenginepowered.com,PRD,taserviceleg.wpenginepowered.com,8.2,6.8.2,0.06863785,0.69197464,0.76061249,0.00004184,0.00129692,0,3,
everneu,TA Services,false,false,taservices1dev,http://taservices1dev.wpenginepowered.com,DEV,taservices1dev.wpenginepowered.com,8.2,6.8.2,0.27079010,0.84677124,1.11756134,0.00089249,0.02766706,0,8,
everneu,TA Services,false,false,taservice23,http://www.taservices.com,PRD,www.taservices.com,8.2,6.8.2,0.27152252,0.85113144,1.12265396,5.88514203,182.43940308,3781,117235,
everneu,TA Services,false,false,taservice23stg,http://taservice23stg.wpenginepowered.com,STG,taservice23stg.wpenginepowered.com,8.2,6.8.2,0.29008484,0.83200073,1.12208557,0.00067540,0.02093727,0,4,
everneu,Team Nelson,false,false,teamnelsondev,http://teamnelsondev.wpenginepowered.com,DEV,teamnelsondev.wpenginepowered.com,8.2,6.8.2,0.11581802,1.02759933,1.14341736,0.00079402,0.02461476,0,11,
everneu,Team Nelson,false,false,teamnelson,http://teamnelsoninc.com,PRD,teamnelsoninc.com,8.2,6.8.2,0.11771393,5.56486130,5.68257523,1.76399932,54.68397889,141,4381,
everneu,Team Nelson,false,false,teamnelsonstg,http://teamnelsonstg.wpenginepowered.com,STG,teamnelsonstg.wpenginepowered.com,8.2,6.8.2,0.05395508,0.59969330,0.65364838,0.00144588,0.04482226,0,12,
everneu,teamnelsonlegacy,false,false,teamnelsonlega,http://teamnelsonlega.wpenginepowered.com,PRD,teamnelsonlega.wpenginepowered.com,8.2,6.8.2,0.02569962,0.73352814,0.75922775,0.00000840,0.00026038,0,3,
everneu,Templeton,false,false,templetonco,http://templetonco.wpenginepowered.com,PRD,templetonco.wpenginepowered.com,8.2,6.8.2,0.16217422,0.54441833,0.70659256,0.10029966,3.10928951,254,7893,
everneu,Templeton & Company,false,false,templeandcodev,http://templeandcodev.wpenginepowered.com,DEV,templeandcodev.wpenginepowered.com,8.2,6.8.2,0.25748062,0.42312622,0.68060684,0.00613758,0.19026503,1,45,
everneu,Templeton & Company,false,false,templetonco25,http://templetonadvisors.com,PRD,templetonadvisors.com,8.2,6.8.2,0.28372955,0.46784973,0.75157928,0.19503200,6.04599190,185,5742,
everneu,Tropical Roofing,false,false,tropicalroofin,http://tropicalroofin.wpengine.com,PRD,tropicalroofin.wpengine.com,7.4,6.7.2,0.84191513,1.18433762,2.02625275,0.00000000,0.00000017,0,3,
everneu,Tropical Roofing Marketplace,false,false,tropicaltrm,http://tropicaltrm.wpengine.com,PRD,tropicaltrm.wpengine.com,8.2,6.8.2,0.01597214,0.19509888,0.21107101,0.00000000,0.00000000,0,3,
everneu,Upstate Door,false,false,upstdoor24dev,http://upstdoor24dev.wpenginepowered.com,DEV,upstdoor24dev.wpenginepowered.com,8.2,6.8.1,0.26804352,2.53769684,2.80574036,0.00026595,0.00824446,0,6,
everneu,Upstate Door,false,false,upstdoor24,http://upstdoor24.wpenginepowered.com,PRD,upstdoor24.wpenginepowered.com,8.2,6.8.2,0.16804886,0.33547211,0.50352097,0.00015273,0.00473459,63,1954,
